filename,fold,target,category,esc10,src_file,take,filepath
1-18755-B-4.wav,1,4,frog,False,18755,B,ESC-50-master/audio/1-18755-B-4.wav
2-32834-A-4.wav,2,4,frog,False,32834,A,ESC-50-master/audio/2-32834-A-4.wav
5-187201-B-4.wav,5,4,frog,False,187201,B,ESC-50-master/audio/5-187201-B-4.wav
4-99193-B-4.wav,4,4,frog,False,99193,B,ESC-50-master/audio/4-99193-B-4.wav
3-95694-A-5.wav,3,5,cat,False,95694,A,ESC-50-master/audio/3-95694-A-5.wav
3-146964-A-5.wav,3,5,cat,False,146964,A,ESC-50-master/audio/3-146964-A-5.wav
2-83934-B-5.wav,2,5,cat,False,83934,B,ESC-50-master/audio/2-83934-B-5.wav
4-133047-B-5.wav,4,5,cat,False,133047,B,ESC-50-master/audio/4-133047-B-5.wav
1-47819-C-5.wav,1,5,cat,False,47819,C,ESC-50-master/audio/1-47819-C-5.wav
2-82274-A-5.wav,2,5,cat,False,82274,A,ESC-50-master/audio/2-82274-A-5.wav
5-214759-B-5.wav,5,5,cat,False,214759,B,ESC-50-master/audio/5-214759-B-5.wav
4-133047-C-5.wav,4,5,cat,False,133047,C,ESC-50-master/audio/4-133047-C-5.wav
3-171281-A-6.wav,3,6,hen,False,171281,A,ESC-50-master/audio/3-171281-A-6.wav
3-164216-A-6.wav,3,6,hen,False,164216,A,ESC-50-master/audio/3-164216-A-6.wav
2-76868-A-6.wav,2,6,hen,False,76868,A,ESC-50-master/audio/2-76868-A-6.wav
4-200330-B-6.wav,4,6,hen,False,200330,B,ESC-50-master/audio/4-200330-B-6.wav
1-5996-A-6.wav,1,6,hen,False,5996,A,ESC-50-master/audio/1-5996-A-6.wav
2-157488-A-6.wav,2,6,hen,False,157488,A,ESC-50-master/audio/2-157488-A-6.wav
5-248341-C-6.wav,5,6,hen,False,248341,C,ESC-50-master/audio/5-248341-C-6.wav
4-204830-A-6.wav,4,6,hen,False,204830,A,ESC-50-master/audio/4-204830-A-6.wav
3-105236-A-7.wav,3,7,insects,False,105236,A,ESC-50-master/audio/3-105236-A-7.wav
3-104761-A-7.wav,3,7,insects,False,104761,A,ESC-50-master/audio/3-104761-A-7.wav
2-99955-C-7.wav,2,7,insects,False,99955,C,ESC-50-master/audio/2-99955-C-7.wav
4-143118-A-7.wav,4,7,insects,False,143118,A,ESC-50-master/audio/4-143118-A-7.wav
1-73585-A-7.wav,1,7,insects,False,73585,A,ESC-50-master/audio/1-73585-A-7.wav
2-82077-A-7.wav,2,7,insects,False,82077,A,ESC-50-master/audio/2-82077-A-7.wav
5-198278-B-7.wav,5,7,insects,False,198278,B,ESC-50-master/audio/5-198278-B-7.wav
4-143118-B-7.wav,4,7,insects,False,143118,B,ESC-50-master/audio/4-143118-B-7.wav
3-140199-D-8.wav,3,8,sheep,False,140199,D,ESC-50-master/audio/3-140199-D-8.wav
3-140199-A-8.wav,3,8,sheep,False,140199,A,ESC-50-master/audio/3-140199-A-8.wav
2-196688-A-8.wav,2,8,sheep,False,196688,A,ESC-50-master/audio/2-196688-A-8.wav
4-188703-C-8.wav,4,8,sheep,False,188703,C,ESC-50-master/audio/4-188703-C-8.wav
1-49409-B-8.wav,1,8,sheep,False,49409,B,ESC-50-master/audio/1-49409-B-8.wav
2-119161-C-8.wav,2,8,sheep,False,119161,C,ESC-50-master/audio/2-119161-C-8.wav
5-200329-B-8.wav,5,8,sheep,False,200329,B,ESC-50-master/audio/5-200329-B-8.wav
4-188703-D-8.wav,4,8,sheep,False,188703,D,ESC-50-master/audio/4-188703-D-8.wav
3-124925-A-9.wav,3,9,crow,False,124925,A,ESC-50-master/audio/3-124925-A-9.wav
3-112397-A-9.wav,3,9,crow,False,112397,A,ESC-50-master/audio/3-112397-A-9.wav
2-109231-C-9.wav,2,9,crow,False,109231,C,ESC-50-master/audio/2-109231-C-9.wav
4-145081-A-9.wav,4,9,crow,False,145081,A,ESC-50-master/audio/4-145081-A-9.wav
1-56234-A-9.wav,1,9,crow,False,56234,A,ESC-50-master/audio/1-56234-A-9.wav
2-108767-C-9.wav,2,9,crow,False,108767,C,ESC-50-master/audio/2-108767-C-9.wav
5-222041-A-9.wav,5,9,crow,False,222041,A,ESC-50-master/audio/5-222041-A-9.wav
4-156227-A-9.wav,4,9,crow,False,156227,A,ESC-50-master/audio/4-156227-A-9.wav
3-142006-A-10.wav,3,10,rain,True,142006,A,ESC-50-master/audio/3-142006-A-10.wav
3-132852-A-10.wav,3,10,rain,True,132852,A,ESC-50-master/audio/3-132852-A-10.wav
2-87781-A-10.wav,2,10,rain,True,87781,A,ESC-50-master/audio/2-87781-A-10.wav
4-163264-A-10.wav,4,10,rain,True,163264,A,ESC-50-master/audio/4-163264-A-10.wav
1-50060-A-10.wav,1,10,rain,True,50060,A,ESC-50-master/audio/1-50060-A-10.wav
2-73260-A-10.wav,2,10,rain,True,73260,A,ESC-50-master/audio/2-73260-A-10.wav
5-198321-A-10.wav,5,10,rain,True,198321,A,ESC-50-master/audio/5-198321-A-10.wav
4-164206-A-10.wav,4,10,rain,True,164206,A,ESC-50-master/audio/4-164206-A-10.wav
3-155642-B-11.wav,3,11,sea_waves,True,155642,B,ESC-50-master/audio/3-155642-B-11.wav
3-144827-A-11.wav,3,11,sea_waves,True,144827,A,ESC-50-master/audio/3-144827-A-11.wav
2-155801-A-11.wav,2,11,sea_waves,True,155801,A,ESC-50-master/audio/2-155801-A-11.wav
4-167063-C-11.wav,4,11,sea_waves,True,167063,C,ESC-50-master/audio/4-167063-C-11.wav
1-43760-A-11.wav,1,11,sea_waves,True,43760,A,ESC-50-master/audio/1-43760-A-11.wav
2-132157-B-11.wav,2,11,sea_waves,True,132157,B,ESC-50-master/audio/2-132157-B-11.wav
5-219379-A-11.wav,5,11,sea_waves,True,219379,A,ESC-50-master/audio/5-219379-A-11.wav
4-182613-A-11.wav,4,11,sea_waves,True,182613,A,ESC-50-master/audio/4-182613-A-11.wav
3-145774-A-12.wav,3,12,crackling_fire,True,145774,A,ESC-50-master/audio/3-145774-A-12.wav
3-104632-A-12.wav,3,12,crackling_fire,True,104632,A,ESC-50-master/audio/3-104632-A-12.wav
2-65747-A-12.wav,2,12,crackling_fire,True,65747,A,ESC-50-master/audio/2-65747-A-12.wav
4-170247-A-12.wav,4,12,crackling_fire,True,170247,A,ESC-50-master/audio/4-170247-A-12.wav
1-17808-B-12.wav,1,12,crackling_fire,True,17808,B,ESC-50-master/audio/1-17808-B-12.wav
2-30322-A-12.wav,2,12,crackling_fire,True,30322,A,ESC-50-master/audio/2-30322-A-12.wav
5-213802-A-12.wav,5,12,crackling_fire,True,213802,A,ESC-50-master/audio/5-213802-A-12.wav
4-170247-B-12.wav,4,12,crackling_fire,True,170247,B,ESC-50-master/audio/4-170247-B-12.wav
3-146033-A-13.wav,3,13,crickets,False,146033,A,ESC-50-master/audio/3-146033-A-13.wav
3-129338-A-13.wav,3,13,crickets,False,129338,A,ESC-50-master/audio/3-129338-A-13.wav
2-96033-A-13.wav,2,13,crickets,False,96033,A,ESC-50-master/audio/2-96033-A-13.wav
4-172143-A-13.wav,4,13,crickets,False,172143,A,ESC-50-master/audio/4-172143-A-13.wav
1-7456-A-13.wav,1,13,crickets,False,7456,A,ESC-50-master/audio/1-7456-A-13.wav
2-80844-A-13.wav,2,13,crickets,False,80844,A,ESC-50-master/audio/2-80844-A-13.wav
5-216213-A-13.wav,5,13,crickets,False,216213,A,ESC-50-master/audio/5-216213-A-13.wav
4-181362-A-13.wav,4,13,crickets,False,181362,A,ESC-50-master/audio/4-181362-A-13.wav
3-155583-A-14.wav,3,14,chirping_birds,False,155583,A,ESC-50-master/audio/3-155583-A-14.wav
3-155577-A-14.wav,3,14,chirping_birds,False,155577,A,ESC-50-master/audio/3-155577-A-14.wav
2-72547-D-14.wav,2,14,chirping_birds,False,72547,D,ESC-50-master/audio/2-72547-D-14.wav
4-182795-A-14.wav,4,14,chirping_birds,False,182795,A,ESC-50-master/audio/4-182795-A-14.wav
1-38560-A-14.wav,1,14,chirping_birds,False,38560,A,ESC-50-master/audio/1-38560-A-14.wav
2-72547-A-14.wav,2,14,chirping_birds,False,72547,A,ESC-50-master/audio/2-72547-A-14.wav
5-243459-A-14.wav,5,14,chirping_birds,False,243459,A,ESC-50-master/audio/5-243459-A-14.wav
4-187769-A-14.wav,4,14,chirping_birds,False,187769,A,ESC-50-master/audio/4-187769-A-14.wav
3-164593-A-15.wav,3,15,water_drops,False,164593,A,ESC-50-master/audio/3-164593-A-15.wav
3-156907-A-15.wav,3,15,water_drops,False,156907,A,ESC-50-master/audio/3-156907-A-15.wav
2-68595-B-15.wav,2,15,water_drops,False,68595,B,ESC-50-master/audio/2-68595-B-15.wav
4-188293-A-15.wav,4,15,water_drops,False,188293,A,ESC-50-master/audio/4-188293-A-15.wav
1-23094-A-15.wav,1,15,water_drops,False,23094,A,ESC-50-master/audio/1-23094-A-15.wav
2-64962-A-15.wav,2,15,water_drops,False,64962,A,ESC-50-master/audio/2-64962-A-15.wav
5-261433-A-15.wav,5,15,water_drops,False,261433,A,ESC-50-master/audio/5-261433-A-15.wav
4-188293-B-15.wav,4,15,water_drops,False,188293,B,ESC-50-master/audio/4-188293-B-15.wav
3-134699-B-16.wav,3,16,wind,False,134699,B,ESC-50-master/audio/3-134699-B-16.wav
3-117504-A-16.wav,3,16,wind,False,117504,A,ESC-50-master/audio/3-117504-A-16.wav
2-205966-A-16.wav,2,16,wind,False,205966,A,ESC-50-master/audio/2-205966-A-16.wav
4-144083-C-16.wav,4,16,wind,False,144083,C,ESC-50-master/audio/4-144083-C-16.wav
1-51035-A-16.wav,1,16,wind,False,51035,A,ESC-50-master/audio/1-51035-A-16.wav
2-109371-C-16.wav,2,16,wind,False,109371,C,ESC-50-master/audio/2-109371-C-16.wav
5-217186-A-16.wav,5,16,wind,False,217186,A,ESC-50-master/audio/5-217186-A-16.wav
4-144085-A-16.wav,4,16,wind,False,144085,A,ESC-50-master/audio/4-144085-A-16.wav
3-142349-A-17.wav,3,17,pouring_water,False,142349,A,ESC-50-master/audio/3-142349-A-17.wav
3-108451-A-17.wav,3,17,pouring_water,False,108451,A,ESC-50-master/audio/3-108451-A-17.wav
2-126433-A-17.wav,2,17,pouring_water,False,126433,A,ESC-50-master/audio/2-126433-A-17.wav
4-180453-A-17.wav,4,17,pouring_water,False,180453,A,ESC-50-master/audio/4-180453-A-17.wav
1-51436-A-17.wav,1,17,pouring_water,False,51436,A,ESC-50-master/audio/1-51436-A-17.wav
2-102414-E-17.wav,2,17,pouring_water,False,102414,E,ESC-50-master/audio/2-102414-E-17.wav
5-212736-A-17.wav,5,17,pouring_water,False,212736,A,ESC-50-master/audio/5-212736-A-17.wav
4-181628-A-17.wav,4,17,pouring_water,False,181628,A,ESC-50-master/audio/4-181628-A-17.wav
3-112356-A-18.wav,3,18,toilet_flush,False,112356,A,ESC-50-master/audio/3-112356-A-18.wav
3-100018-A-18.wav,3,18,toilet_flush,False,100018,A,ESC-50-master/audio/3-100018-A-18.wav
2-85945-A-18.wav,2,18,toilet_flush,False,85945,A,ESC-50-master/audio/2-85945-A-18.wav
4-126046-A-18.wav,4,18,toilet_flush,False,126046,A,ESC-50-master/audio/4-126046-A-18.wav
1-51170-A-18.wav,1,18,toilet_flush,False,51170,A,ESC-50-master/audio/1-51170-A-18.wav
2-72677-A-18.wav,2,18,toilet_flush,False,72677,A,ESC-50-master/audio/2-72677-A-18.wav
5-201664-A-18.wav,5,18,toilet_flush,False,201664,A,ESC-50-master/audio/5-201664-A-18.wav
4-126532-A-18.wav,4,18,toilet_flush,False,126532,A,ESC-50-master/audio/4-126532-A-18.wav
3-103051-C-19.wav,3,19,thunderstorm,False,103051,C,ESC-50-master/audio/3-103051-C-19.wav
3-103050-A-19.wav,3,19,thunderstorm,False,103050,A,ESC-50-master/audio/3-103050-A-19.wav
2-39945-C-19.wav,2,19,thunderstorm,False,39945,C,ESC-50-master/audio/2-39945-C-19.wav
4-125072-A-19.wav,4,19,thunderstorm,False,125072,A,ESC-50-master/audio/4-125072-A-19.wav
1-23222-B-19.wav,1,19,thunderstorm,False,23222,B,ESC-50-master/audio/1-23222-B-19.wav
2-39443-B-19.wav,2,19,thunderstorm,False,39443,B,ESC-50-master/audio/2-39443-B-19.wav
5-188495-A-19.wav,5,19,thunderstorm,False,188495,A,ESC-50-master/audio/5-188495-A-19.wav
4-125072-B-19.wav,4,19,thunderstorm,False,125072,B,ESC-50-master/audio/4-125072-B-19.wav
3-152007-A-20.wav,3,20,crying_baby,True,152007,A,ESC-50-master/audio/3-152007-A-20.wav
3-151080-A-20.wav,3,20,crying_baby,True,151080,A,ESC-50-master/audio/3-151080-A-20.wav
2-80482-A-20.wav,2,20,crying_baby,True,80482,A,ESC-50-master/audio/2-80482-A-20.wav
4-167077-C-20.wav,4,20,crying_baby,True,167077,C,ESC-50-master/audio/4-167077-C-20.wav
1-22694-A-20.wav,1,20,crying_baby,True,22694,A,ESC-50-master/audio/1-22694-A-20.wav
2-50666-A-20.wav,2,20,crying_baby,True,50666,A,ESC-50-master/audio/2-50666-A-20.wav
5-198411-E-20.wav,5,20,crying_baby,True,198411,E,ESC-50-master/audio/5-198411-E-20.wav
4-185575-A-20.wav,4,20,crying_baby,True,185575,A,ESC-50-master/audio/4-185575-A-20.wav
3-143119-A-21.wav,3,21,sneezing,True,143119,A,ESC-50-master/audio/3-143119-A-21.wav
3-141684-A-21.wav,3,21,sneezing,True,141684,A,ESC-50-master/audio/3-141684-A-21.wav
2-93030-A-21.wav,2,21,sneezing,True,93030,A,ESC-50-master/audio/2-93030-A-21.wav
4-157297-A-21.wav,4,21,sneezing,True,157297,A,ESC-50-master/audio/4-157297-A-21.wav
1-47274-A-21.wav,1,21,sneezing,True,47274,A,ESC-50-master/audio/1-47274-A-21.wav
2-130978-A-21.wav,2,21,sneezing,True,130978,A,ESC-50-master/audio/2-130978-A-21.wav
5-220027-A-21.wav,5,21,sneezing,True,220027,A,ESC-50-master/audio/5-220027-A-21.wav
4-167642-A-21.wav,4,21,sneezing,True,167642,A,ESC-50-master/audio/4-167642-A-21.wav
3-177082-A-22.wav,3,22,clapping,False,177082,A,ESC-50-master/audio/3-177082-A-22.wav
3-130330-A-22.wav,3,22,clapping,False,130330,A,ESC-50-master/audio/3-130330-A-22.wav
2-76408-D-22.wav,2,22,clapping,False,76408,D,ESC-50-master/audio/2-76408-D-22.wav
4-189832-A-22.wav,4,22,clapping,False,189832,A,ESC-50-master/audio/4-189832-A-22.wav
1-115920-A-22.wav,1,22,clapping,False,115920,A,ESC-50-master/audio/1-115920-A-22.wav
2-76408-A-22.wav,2,22,clapping,False,76408,A,ESC-50-master/audio/2-76408-A-22.wav
5-249937-A-22.wav,5,22,clapping,False,249937,A,ESC-50-master/audio/5-249937-A-22.wav
4-189832-B-22.wav,4,22,clapping,False,189832,B,ESC-50-master/audio/4-189832-B-22.wav
3-144128-A-23.wav,3,23,breathing,False,144128,A,ESC-50-master/audio/3-144128-A-23.wav
3-108160-A-23.wav,3,23,breathing,False,108160,A,ESC-50-master/audio/3-108160-A-23.wav
2-98392-A-23.wav,2,23,breathing,False,98392,A,ESC-50-master/audio/2-98392-A-23.wav
4-198025-A-23.wav,4,23,breathing,False,198025,A,ESC-50-master/audio/4-198025-A-23.wav
1-36393-A-23.wav,1,23,breathing,False,36393,A,ESC-50-master/audio/1-36393-A-23.wav
2-82455-A-23.wav,2,23,breathing,False,82455,A,ESC-50-master/audio/2-82455-A-23.wav
5-238492-A-23.wav,5,23,breathing,False,238492,A,ESC-50-master/audio/5-238492-A-23.wav
4-205526-A-23.wav,4,23,breathing,False,205526,A,ESC-50-master/audio/4-205526-A-23.wav
3-145487-A-24.wav,3,24,coughing,False,145487,A,ESC-50-master/audio/3-145487-A-24.wav
3-125418-A-24.wav,3,24,coughing,False,125418,A,ESC-50-master/audio/3-125418-A-24.wav
2-98676-A-24.wav,2,24,coughing,False,98676,A,ESC-50-master/audio/2-98676-A-24.wav
4-155650-A-24.wav,4,24,coughing,False,155650,A,ESC-50-master/audio/4-155650-A-24.wav
1-52323-A-24.wav,1,24,coughing,False,52323,A,ESC-50-master/audio/1-52323-A-24.wav
2-87794-A-24.wav,2,24,coughing,False,87794,A,ESC-50-master/audio/2-87794-A-24.wav
5-209719-A-24.wav,5,24,coughing,False,209719,A,ESC-50-master/audio/5-209719-A-24.wav
4-155650-B-24.wav,4,24,coughing,False,155650,B,ESC-50-master/audio/4-155650-B-24.wav
3-103599-B-25.wav,3,25,footsteps,False,103599,B,ESC-50-master/audio/3-103599-B-25.wav
3-103597-A-25.wav,3,25,footsteps,False,103597,A,ESC-50-master/audio/3-103597-A-25.wav
2-209478-A-25.wav,2,25,footsteps,False,209478,A,ESC-50-master/audio/2-209478-A-25.wav
4-194979-A-25.wav,4,25,footsteps,False,194979,A,ESC-50-master/audio/4-194979-A-25.wav
1-155858-E-25.wav,1,25,footsteps,False,155858,E,ESC-50-master/audio/1-155858-E-25.wav
2-209475-A-25.wav,2,25,footsteps,False,209475,A,ESC-50-master/audio/2-209475-A-25.wav
5-263491-A-25.wav,5,25,footsteps,False,263491,A,ESC-50-master/audio/5-263491-A-25.wav
4-194981-A-25.wav,4,25,footsteps,False,194981,A,ESC-50-master/audio/4-194981-A-25.wav
3-119459-A-26.wav,3,26,laughing,False,119459,A,ESC-50-master/audio/3-119459-A-26.wav
3-107123-A-26.wav,3,26,laughing,False,107123,A,ESC-50-master/audio/3-107123-A-26.wav
2-79775-A-26.wav,2,26,laughing,False,79775,A,ESC-50-master/audio/2-79775-A-26.wav
4-132816-A-26.wav,4,26,laughing,False,132816,A,ESC-50-master/audio/4-132816-A-26.wav
1-36164-A-26.wav,1,26,laughing,False,36164,A,ESC-50-master/audio/1-36164-A-26.wav
2-60795-A-26.wav,2,26,laughing,False,60795,A,ESC-50-master/audio/2-60795-A-26.wav
5-259514-A-26.wav,5,26,laughing,False,259514,A,ESC-50-master/audio/5-259514-A-26.wav
4-133674-A-26.wav,4,26,laughing,False,133674,A,ESC-50-master/audio/4-133674-A-26.wav
3-118069-A-27.wav,3,27,brushing_teeth,False,118069,A,ESC-50-master/audio/3-118069-A-27.wav
3-100024-A-27.wav,3,27,brushing_teeth,False,100024,A,ESC-50-master/audio/3-100024-A-27.wav
2-96904-A-27.wav,2,27,brushing_teeth,False,96904,A,ESC-50-master/audio/2-96904-A-27.wav
4-154405-A-27.wav,4,27,brushing_teeth,False,154405,A,ESC-50-master/audio/4-154405-A-27.wav
1-58923-B-27.wav,1,27,brushing_teeth,False,58923,B,ESC-50-master/audio/1-58923-B-27.wav
2-86160-A-27.wav,2,27,brushing_teeth,False,86160,A,ESC-50-master/audio/2-86160-A-27.wav
5-218196-B-27.wav,5,27,brushing_teeth,False,218196,B,ESC-50-master/audio/5-218196-B-27.wav
4-154405-B-27.wav,4,27,brushing_teeth,False,154405,B,ESC-50-master/audio/4-154405-B-27.wav
3-130998-A-28.wav,3,28,snoring,False,130998,A,ESC-50-master/audio/3-130998-A-28.wav
3-123086-A-28.wav,3,28,snoring,False,123086,A,ESC-50-master/audio/3-123086-A-28.wav
2-80313-A-28.wav,2,28,snoring,False,80313,A,ESC-50-master/audio/2-80313-A-28.wav
4-183882-B-28.wav,4,28,snoring,False,183882,B,ESC-50-master/audio/4-183882-B-28.wav
1-40621-A-28.wav,1,28,snoring,False,40621,A,ESC-50-master/audio/1-40621-A-28.wav
2-117330-A-28.wav,2,28,snoring,False,117330,A,ESC-50-master/audio/2-117330-A-28.wav
5-236288-A-28.wav,5,28,snoring,False,236288,A,ESC-50-master/audio/5-236288-A-28.wav
4-184235-A-28.wav,4,28,snoring,False,184235,A,ESC-50-master/audio/4-184235-A-28.wav
3-144259-A-29.wav,3,29,drinking_sipping,False,144259,A,ESC-50-master/audio/3-144259-A-29.wav
3-133977-A-29.wav,3,29,drinking_sipping,False,133977,A,ESC-50-master/audio/3-133977-A-29.wav
2-94807-A-29.wav,2,29,drinking_sipping,False,94807,A,ESC-50-master/audio/2-94807-A-29.wav
4-188191-C-29.wav,4,29,drinking_sipping,False,188191,C,ESC-50-master/audio/4-188191-C-29.wav
1-67230-A-29.wav,1,29,drinking_sipping,False,67230,A,ESC-50-master/audio/1-67230-A-29.wav
2-122763-B-29.wav,2,29,drinking_sipping,False,122763,B,ESC-50-master/audio/2-122763-B-29.wav
5-243036-A-29.wav,5,29,drinking_sipping,False,243036,A,ESC-50-master/audio/5-243036-A-29.wav
4-188595-A-29.wav,4,29,drinking_sipping,False,188595,A,ESC-50-master/audio/4-188595-A-29.wav
3-154378-A-30.wav,3,30,door_wood_knock,False,154378,A,ESC-50-master/audio/3-154378-A-30.wav
3-144510-A-30.wav,3,30,door_wood_knock,False,144510,A,ESC-50-master/audio/3-144510-A-30.wav
2-140841-A-30.wav,2,30,door_wood_knock,False,140841,A,ESC-50-master/audio/2-140841-A-30.wav
4-182041-A-30.wav,4,30,door_wood_knock,False,182041,A,ESC-50-master/audio/4-182041-A-30.wav
1-52290-A-30.wav,1,30,door_wood_knock,False,52290,A,ESC-50-master/audio/1-52290-A-30.wav
2-120218-B-30.wav,2,30,door_wood_knock,False,120218,B,ESC-50-master/audio/2-120218-B-30.wav
5-251426-A-30.wav,5,30,door_wood_knock,False,251426,A,ESC-50-master/audio/5-251426-A-30.wav
4-186518-A-30.wav,4,30,door_wood_knock,False,186518,A,ESC-50-master/audio/4-186518-A-30.wav
3-167096-A-31.wav,3,31,mouse_click,False,167096,A,ESC-50-master/audio/3-167096-A-31.wav
3-155556-A-31.wav,3,31,mouse_click,False,155556,A,ESC-50-master/audio/3-155556-A-31.wav
2-154688-A-31.wav,2,31,mouse_click,False,154688,A,ESC-50-master/audio/2-154688-A-31.wav
4-201300-A-31.wav,4,31,mouse_click,False,201300,A,ESC-50-master/audio/4-201300-A-31.wav
1-85123-A-31.wav,1,31,mouse_click,False,85123,A,ESC-50-master/audio/1-85123-A-31.wav
2-152895-A-31.wav,2,31,mouse_click,False,152895,A,ESC-50-master/audio/2-152895-A-31.wav
5-237315-A-31.wav,5,31,mouse_click,False,237315,A,ESC-50-master/audio/5-237315-A-31.wav
4-201800-A-31.wav,4,31,mouse_click,False,201800,A,ESC-50-master/audio/4-201800-A-31.wav
3-144120-A-32.wav,3,32,keyboard_typing,False,144120,A,ESC-50-master/audio/3-144120-A-32.wav
3-125548-A-32.wav,3,32,keyboard_typing,False,125548,A,ESC-50-master/audio/3-125548-A-32.wav
2-99796-A-32.wav,2,32,keyboard_typing,False,99796,A,ESC-50-master/audio/2-99796-A-32.wav
4-172180-A-32.wav,4,32,keyboard_typing,False,172180,A,ESC-50-master/audio/4-172180-A-32.wav
1-79711-A-32.wav,1,32,keyboard_typing,False,79711,A,ESC-50-master/audio/1-79711-A-32.wav
2-118817-A-32.wav,2,32,keyboard_typing,False,118817,A,ESC-50-master/audio/2-118817-A-32.wav
5-223099-B-32.wav,5,32,keyboard_typing,False,223099,B,ESC-50-master/audio/5-223099-B-32.wav
4-172742-A-32.wav,4,32,keyboard_typing,False,172742,A,ESC-50-master/audio/4-172742-A-32.wav
3-103401-B-33.wav,3,33,door_wood_creaks,False,103401,B,ESC-50-master/audio/3-103401-B-33.wav
3-101381-A-33.wav,3,33,door_wood_creaks,False,101381,A,ESC-50-master/audio/3-101381-A-33.wav
2-91912-B-33.wav,2,33,door_wood_creaks,False,91912,B,ESC-50-master/audio/2-91912-B-33.wav
4-107122-A-33.wav,4,33,door_wood_creaks,False,107122,A,ESC-50-master/audio/4-107122-A-33.wav
1-51805-E-33.wav,1,33,door_wood_creaks,False,51805,E,ESC-50-master/audio/1-51805-E-33.wav
2-7321-A-33.wav,2,33,door_wood_creaks,False,7321,A,ESC-50-master/audio/2-7321-A-33.wav
5-187444-A-33.wav,5,33,door_wood_creaks,False,187444,A,ESC-50-master/audio/5-187444-A-33.wav
4-108352-A-33.wav,4,33,door_wood_creaks,False,108352,A,ESC-50-master/audio/4-108352-A-33.wav
3-155659-A-34.wav,3,34,can_opening,False,155659,A,ESC-50-master/audio/3-155659-A-34.wav
