filename,fold,esc10,src_file,take,filepath
3-253084-C-2.wav,3,False,253084,C,ESC-50-master/audio/3-253084-C-2.wav
3-253084-D-2.wav,3,False,253084,D,ESC-50-master/audio/3-253084-D-2.wav
3-253084-E-2.wav,3,False,253084,E,ESC-50-master/audio/3-253084-E-2.wav
3-257858-A-2.wav,3,False,257858,A,ESC-50-master/audio/3-257858-A-2.wav
4-132383-A-2.wav,4,False,132383,A,ESC-50-master/audio/4-132383-A-2.wav
4-132383-B-2.wav,4,False,132383,B,ESC-50-master/audio/4-132383-B-2.wav
4-234644-A-2.wav,4,False,234644,A,ESC-50-master/audio/4-234644-A-2.wav
4-250869-A-2.wav,4,False,250869,A,ESC-50-master/audio/4-250869-A-2.wav
4-250869-B-2.wav,4,False,250869,B,ESC-50-master/audio/4-250869-B-2.wav
4-250869-C-2.wav,4,False,250869,C,ESC-50-master/audio/4-250869-C-2.wav
5-103415-A-2.wav,5,False,103415,A,ESC-50-master/audio/5-103415-A-2.wav
5-103416-A-2.wav,5,False,103416,A,ESC-50-master/audio/5-103416-A-2.wav
5-103418-A-2.wav,5,False,103418,A,ESC-50-master/audio/5-103418-A-2.wav
5-103420-A-2.wav,5,False,103420,A,ESC-50-master/audio/5-103420-A-2.wav
5-103421-A-2.wav,5,False,103421,A,ESC-50-master/audio/5-103421-A-2.wav
5-117250-A-2.wav,5,False,117250,A,ESC-50-master/audio/5-117250-A-2.wav
5-127990-A-2.wav,5,False,127990,A,ESC-50-master/audio/5-127990-A-2.wav
1-16568-A-3.wav,1,False,16568,A,ESC-50-master/audio/1-16568-A-3.wav
1-202111-A-3.wav,1,False,202111,A,ESC-50-master/audio/1-202111-A-3.wav
1-58277-A-3.wav,1,False,58277,A,ESC-50-master/audio/1-58277-A-3.wav
1-69422-A-3.wav,1,False,69422,A,ESC-50-master/audio/1-69422-A-3.wav
1-77160-A-3.wav,1,False,77160,A,ESC-50-master/audio/1-77160-A-3.wav
1-77241-A-3.wav,1,False,77241,A,ESC-50-master/audio/1-77241-A-3.wav
1-81269-A-3.wav,1,False,81269,A,ESC-50-master/audio/1-81269-A-3.wav
2-103423-A-3.wav,2,False,103423,A,ESC-50-master/audio/2-103423-A-3.wav
2-103424-A-3.wav,2,False,103424,A,ESC-50-master/audio/2-103424-A-3.wav
2-103426-A-3.wav,2,False,103426,A,ESC-50-master/audio/2-103426-A-3.wav
2-103427-A-3.wav,2,False,103427,A,ESC-50-master/audio/2-103427-A-3.wav
2-104877-A-3.wav,2,False,104877,A,ESC-50-master/audio/2-104877-A-3.wav
2-117795-A-3.wav,2,False,117795,A,ESC-50-master/audio/2-117795-A-3.wav
3-124376-B-3.wav,3,False,124376,B,ESC-50-master/audio/3-124376-B-3.wav
3-126358-A-3.wav,3,False,126358,A,ESC-50-master/audio/3-126358-A-3.wav
3-152039-A-3.wav,3,False,152039,A,ESC-50-master/audio/3-152039-A-3.wav
3-152039-B-3.wav,3,False,152039,B,ESC-50-master/audio/3-152039-B-3.wav
3-160993-A-3.wav,3,False,160993,A,ESC-50-master/audio/3-160993-A-3.wav
3-163727-A-3.wav,3,False,163727,A,ESC-50-master/audio/3-163727-A-3.wav
4-174860-A-3.wav,4,False,174860,A,ESC-50-master/audio/4-174860-A-3.wav
4-174860-B-3.wav,4,False,174860,B,ESC-50-master/audio/4-174860-B-3.wav
4-181955-C-3.wav,4,False,181955,C,ESC-50-master/audio/4-181955-C-3.wav
4-213915-A-3.wav,4,False,213915,A,ESC-50-master/audio/4-213915-A-3.wav
4-213915-B-3.wav,4,False,213915,B,ESC-50-master/audio/4-213915-B-3.wav
4-213915-C-3.wav,4,False,213915,C,ESC-50-master/audio/4-213915-C-3.wav
5-194899-A-3.wav,5,False,194899,A,ESC-50-master/audio/5-194899-A-3.wav
5-194899-B-3.wav,5,False,194899,B,ESC-50-master/audio/5-194899-B-3.wav
5-194899-C-3.wav,5,False,194899,C,ESC-50-master/audio/5-194899-C-3.wav
5-194899-D-3.wav,5,False,194899,D,ESC-50-master/audio/5-194899-D-3.wav
5-202795-A-3.wav,5,False,202795,A,ESC-50-master/audio/5-202795-A-3.wav
5-253085-A-3.wav,5,False,253085,A,ESC-50-master/audio/5-253085-A-3.wav
5-253085-B-3.wav,5,False,253085,B,ESC-50-master/audio/5-253085-B-3.wav
1-15689-A-4.wav,1,False,15689,A,ESC-50-master/audio/1-15689-A-4.wav
1-15689-B-4.wav,1,False,15689,B,ESC-50-master/audio/1-15689-B-4.wav
1-17970-A-4.wav,1,False,17970,A,ESC-50-master/audio/1-17970-A-4.wav
1-18755-A-4.wav,1,False,18755,A,ESC-50-master/audio/1-18755-A-4.wav
1-18757-A-4.wav,1,False,18757,A,ESC-50-master/audio/1-18757-A-4.wav
1-31836-A-4.wav,1,False,31836,A,ESC-50-master/audio/1-31836-A-4.wav
1-31836-B-4.wav,1,False,31836,B,ESC-50-master/audio/1-31836-B-4.wav
2-32515-A-4.wav,2,False,32515,A,ESC-50-master/audio/2-32515-A-4.wav
2-32515-B-4.wav,2,False,32515,B,ESC-50-master/audio/2-32515-B-4.wav
2-32515-C-4.wav,2,False,32515,C,ESC-50-master/audio/2-32515-C-4.wav
2-32515-D-4.wav,2,False,32515,D,ESC-50-master/audio/2-32515-D-4.wav
2-52085-A-4.wav,2,False,52085,A,ESC-50-master/audio/2-52085-A-4.wav
2-52085-B-4.wav,2,False,52085,B,ESC-50-master/audio/2-52085-B-4.wav
3-70962-A-4.wav,3,False,70962,A,ESC-50-master/audio/3-70962-A-4.wav
3-70962-B-4.wav,3,False,70962,B,ESC-50-master/audio/3-70962-B-4.wav
3-71964-A-4.wav,3,False,71964,A,ESC-50-master/audio/3-71964-A-4.wav
3-71964-B-4.wav,3,False,71964,B,ESC-50-master/audio/3-71964-B-4.wav
3-71964-C-4.wav,3,False,71964,C,ESC-50-master/audio/3-71964-C-4.wav
3-83527-A-4.wav,3,False,83527,A,ESC-50-master/audio/3-83527-A-4.wav
4-130584-A-4.wav,4,False,130584,A,ESC-50-master/audio/4-130584-A-4.wav
4-154793-A-4.wav,4,False,154793,A,ESC-50-master/audio/4-154793-A-4.wav
4-99644-A-4.wav,4,False,99644,A,ESC-50-master/audio/4-99644-A-4.wav
4-99644-B-4.wav,4,False,99644,B,ESC-50-master/audio/4-99644-B-4.wav
4-99644-C-4.wav,4,False,99644,C,ESC-50-master/audio/4-99644-C-4.wav
4-99644-D-4.wav,4,False,99644,D,ESC-50-master/audio/4-99644-D-4.wav
5-156026-A-4.wav,5,False,156026,A,ESC-50-master/audio/5-156026-A-4.wav
5-156026-B-4.wav,5,False,156026,B,ESC-50-master/audio/5-156026-B-4.wav
5-156026-C-4.wav,5,False,156026,C,ESC-50-master/audio/5-156026-C-4.wav
5-156026-D-4.wav,5,False,156026,D,ESC-50-master/audio/5-156026-D-4.wav
5-187201-A-4.wav,5,False,187201,A,ESC-50-master/audio/5-187201-A-4.wav
5-189795-A-4.wav,5,False,189795,A,ESC-50-master/audio/5-189795-A-4.wav
5-237499-A-4.wav,5,False,237499,A,ESC-50-master/audio/5-237499-A-4.wav
1-34094-A-5.wav,1,False,34094,A,ESC-50-master/audio/1-34094-A-5.wav
1-34094-B-5.wav,1,False,34094,B,ESC-50-master/audio/1-34094-B-5.wav
1-47819-A-5.wav,1,False,47819,A,ESC-50-master/audio/1-47819-A-5.wav
1-47819-B-5.wav,1,False,47819,B,ESC-50-master/audio/1-47819-B-5.wav
1-56380-A-5.wav,1,False,56380,A,ESC-50-master/audio/1-56380-A-5.wav
1-56380-B-5.wav,1,False,56380,B,ESC-50-master/audio/1-56380-B-5.wav
1-79113-A-5.wav,1,False,79113,A,ESC-50-master/audio/1-79113-A-5.wav
2-110010-A-5.wav,2,False,110010,A,ESC-50-master/audio/2-110010-A-5.wav
2-110011-A-5.wav,2,False,110011,A,ESC-50-master/audio/2-110011-A-5.wav
2-69131-A-5.wav,2,False,69131,A,ESC-50-master/audio/2-69131-A-5.wav
2-69131-B-5.wav,2,False,69131,B,ESC-50-master/audio/2-69131-B-5.wav
2-82274-B-5.wav,2,False,82274,B,ESC-50-master/audio/2-82274-B-5.wav
2-83934-A-5.wav,2,False,83934,A,ESC-50-master/audio/2-83934-A-5.wav
3-146965-A-5.wav,3,False,146965,A,ESC-50-master/audio/3-146965-A-5.wav
3-146972-A-5.wav,3,False,146972,A,ESC-50-master/audio/3-146972-A-5.wav
3-95695-A-5.wav,3,False,95695,A,ESC-50-master/audio/3-95695-A-5.wav
3-95695-B-5.wav,3,False,95695,B,ESC-50-master/audio/3-95695-B-5.wav
3-95697-A-5.wav,3,False,95697,A,ESC-50-master/audio/3-95697-A-5.wav
3-95698-A-5.wav,3,False,95698,A,ESC-50-master/audio/3-95698-A-5.wav
4-120160-A-5.wav,4,False,120160,A,ESC-50-master/audio/4-120160-A-5.wav
4-133047-A-5.wav,4,False,133047,A,ESC-50-master/audio/4-133047-A-5.wav
4-149940-A-5.wav,4,False,149940,A,ESC-50-master/audio/4-149940-A-5.wav
4-149940-B-5.wav,4,False,149940,B,ESC-50-master/audio/4-149940-B-5.wav
4-161303-A-5.wav,4,False,161303,A,ESC-50-master/audio/4-161303-A-5.wav
4-161303-B-5.wav,4,False,161303,B,ESC-50-master/audio/4-161303-B-5.wav
5-169983-A-5.wav,5,False,169983,A,ESC-50-master/audio/5-169983-A-5.wav
5-172299-A-5.wav,5,False,172299,A,ESC-50-master/audio/5-172299-A-5.wav
5-172639-A-5.wav,5,False,172639,A,ESC-50-master/audio/5-172639-A-5.wav
5-177614-A-5.wav,5,False,177614,A,ESC-50-master/audio/5-177614-A-5.wav
5-214759-A-5.wav,5,False,214759,A,ESC-50-master/audio/5-214759-A-5.wav
5-256452-A-5.wav,5,False,256452,A,ESC-50-master/audio/5-256452-A-5.wav
5-259169-A-5.wav,5,False,259169,A,ESC-50-master/audio/5-259169-A-5.wav
1-18074-A-6.wav,1,False,18074,A,ESC-50-master/audio/1-18074-A-6.wav
1-18074-B-6.wav,1,False,18074,B,ESC-50-master/audio/1-18074-B-6.wav
1-31251-A-6.wav,1,False,31251,A,ESC-50-master/audio/1-31251-A-6.wav
1-31251-B-6.wav,1,False,31251,B,ESC-50-master/audio/1-31251-B-6.wav
1-71030-A-6.wav,1,False,71030,A,ESC-50-master/audio/1-71030-A-6.wav
1-72229-A-6.wav,1,False,72229,A,ESC-50-master/audio/1-72229-A-6.wav
1-72229-B-6.wav,1,False,72229,B,ESC-50-master/audio/1-72229-B-6.wav
2-120586-A-6.wav,2,False,120586,A,ESC-50-master/audio/2-120586-A-6.wav
2-120587-A-6.wav,2,False,120587,A,ESC-50-master/audio/2-120587-A-6.wav
2-127109-A-6.wav,2,False,127109,A,ESC-50-master/audio/2-127109-A-6.wav
2-134049-A-6.wav,2,False,134049,A,ESC-50-master/audio/2-134049-A-6.wav
2-72268-A-6.wav,2,False,72268,A,ESC-50-master/audio/2-72268-A-6.wav
2-75726-A-6.wav,2,False,75726,A,ESC-50-master/audio/2-75726-A-6.wav
3-164216-B-6.wav,3,False,164216,B,ESC-50-master/audio/3-164216-B-6.wav
3-164216-C-6.wav,3,False,164216,C,ESC-50-master/audio/3-164216-C-6.wav
3-178096-A-6.wav,3,False,178096,A,ESC-50-master/audio/3-178096-A-6.wav
3-187549-A-6.wav,3,False,187549,A,ESC-50-master/audio/3-187549-A-6.wav
3-187549-B-6.wav,3,False,187549,B,ESC-50-master/audio/3-187549-B-6.wav
3-188390-A-6.wav,3,False,188390,A,ESC-50-master/audio/3-188390-A-6.wav
4-197103-A-6.wav,4,False,197103,A,ESC-50-master/audio/4-197103-A-6.wav
4-200330-A-6.wav,4,False,200330,A,ESC-50-master/audio/4-200330-A-6.wav
4-232495-A-6.wav,4,False,232495,A,ESC-50-master/audio/4-232495-A-6.wav
4-234879-A-6.wav,4,False,234879,A,ESC-50-master/audio/4-234879-A-6.wav
4-244318-A-6.wav,4,False,244318,A,ESC-50-master/audio/4-244318-A-6.wav
4-253649-A-6.wav,4,False,253649,A,ESC-50-master/audio/4-253649-A-6.wav
5-244315-A-6.wav,5,False,244315,A,ESC-50-master/audio/5-244315-A-6.wav
5-244315-B-6.wav,5,False,244315,B,ESC-50-master/audio/5-244315-B-6.wav
5-244315-C-6.wav,5,False,244315,C,ESC-50-master/audio/5-244315-C-6.wav
5-248341-A-6.wav,5,False,248341,A,ESC-50-master/audio/5-248341-A-6.wav
5-248341-B-6.wav,5,False,248341,B,ESC-50-master/audio/5-248341-B-6.wav
5-263831-A-6.wav,5,False,263831,A,ESC-50-master/audio/5-263831-A-6.wav
5-263831-B-6.wav,5,False,263831,B,ESC-50-master/audio/5-263831-B-6.wav
1-17585-A-7.wav,1,False,17585,A,ESC-50-master/audio/1-17585-A-7.wav
1-19501-A-7.wav,1,False,19501,A,ESC-50-master/audio/1-19501-A-7.wav
1-46938-A-7.wav,1,False,46938,A,ESC-50-master/audio/1-46938-A-7.wav
1-46938-B-7.wav,1,False,46938,B,ESC-50-master/audio/1-46938-B-7.wav
1-75189-A-7.wav,1,False,75189,A,ESC-50-master/audio/1-75189-A-7.wav
1-7973-A-7.wav,1,False,7973,A,ESC-50-master/audio/1-7973-A-7.wav
1-80785-A-7.wav,1,False,80785,A,ESC-50-master/audio/1-80785-A-7.wav
2-160128-A-7.wav,2,False,160128,A,ESC-50-master/audio/2-160128-A-7.wav
2-81970-A-7.wav,2,False,81970,A,ESC-50-master/audio/2-81970-A-7.wav
2-81970-B-7.wav,2,False,81970,B,ESC-50-master/audio/2-81970-B-7.wav
2-81970-C-7.wav,2,False,81970,C,ESC-50-master/audio/2-81970-C-7.wav
2-99955-A-7.wav,2,False,99955,A,ESC-50-master/audio/2-99955-A-7.wav
2-99955-B-7.wav,2,False,99955,B,ESC-50-master/audio/2-99955-B-7.wav
3-104761-B-7.wav,3,False,104761,B,ESC-50-master/audio/3-104761-B-7.wav
3-105235-A-7.wav,3,False,105235,A,ESC-50-master/audio/3-105235-A-7.wav
3-110913-A-7.wav,3,False,110913,A,ESC-50-master/audio/3-110913-A-7.wav
3-110913-B-7.wav,3,False,110913,B,ESC-50-master/audio/3-110913-B-7.wav
3-110913-C-7.wav,3,False,110913,C,ESC-50-master/audio/3-110913-C-7.wav
3-110913-D-7.wav,3,False,110913,D,ESC-50-master/audio/3-110913-D-7.wav
4-130891-A-7.wav,4,False,130891,A,ESC-50-master/audio/4-130891-A-7.wav
4-133895-A-7.wav,4,False,133895,A,ESC-50-master/audio/4-133895-A-7.wav
4-182314-A-7.wav,4,False,182314,A,ESC-50-master/audio/4-182314-A-7.wav
4-182314-B-7.wav,4,False,182314,B,ESC-50-master/audio/4-182314-B-7.wav
4-191246-A-7.wav,4,False,191246,A,ESC-50-master/audio/4-191246-A-7.wav
4-191246-B-7.wav,4,False,191246,B,ESC-50-master/audio/4-191246-B-7.wav
5-194932-A-7.wav,5,False,194932,A,ESC-50-master/audio/5-194932-A-7.wav
5-195517-A-7.wav,5,False,195517,A,ESC-50-master/audio/5-195517-A-7.wav
5-195518-A-7.wav,5,False,195518,A,ESC-50-master/audio/5-195518-A-7.wav
5-197446-A-7.wav,5,False,197446,A,ESC-50-master/audio/5-197446-A-7.wav
5-198278-A-7.wav,5,False,198278,A,ESC-50-master/audio/5-198278-A-7.wav
5-198278-C-7.wav,5,False,198278,C,ESC-50-master/audio/5-198278-C-7.wav
5-233787-A-7.wav,5,False,233787,A,ESC-50-master/audio/5-233787-A-7.wav
1-121951-A-8.wav,1,False,121951,A,ESC-50-master/audio/1-121951-A-8.wav
1-196660-A-8.wav,1,False,196660,A,ESC-50-master/audio/1-196660-A-8.wav
1-196660-B-8.wav,1,False,196660,B,ESC-50-master/audio/1-196660-B-8.wav
1-49409-A-8.wav,1,False,49409,A,ESC-50-master/audio/1-49409-A-8.wav
1-57795-A-8.wav,1,False,57795,A,ESC-50-master/audio/1-57795-A-8.wav
1-75190-A-8.wav,1,False,75190,A,ESC-50-master/audio/1-75190-A-8.wav
1-88574-A-8.wav,1,False,88574,A,ESC-50-master/audio/1-88574-A-8.wav
2-110614-A-8.wav,2,False,110614,A,ESC-50-master/audio/2-110614-A-8.wav
2-110614-B-8.wav,2,False,110614,B,ESC-50-master/audio/2-110614-B-8.wav
2-119161-A-8.wav,2,False,119161,A,ESC-50-master/audio/2-119161-A-8.wav
2-119161-B-8.wav,2,False,119161,B,ESC-50-master/audio/2-119161-B-8.wav
2-182508-A-8.wav,2,False,182508,A,ESC-50-master/audio/2-182508-A-8.wav
2-182508-B-8.wav,2,False,182508,B,ESC-50-master/audio/2-182508-B-8.wav
3-140199-B-8.wav,3,False,140199,B,ESC-50-master/audio/3-140199-B-8.wav
3-140199-C-8.wav,3,False,140199,C,ESC-50-master/audio/3-140199-C-8.wav
3-197408-A-8.wav,3,False,197408,A,ESC-50-master/audio/3-197408-A-8.wav
3-197408-B-8.wav,3,False,197408,B,ESC-50-master/audio/3-197408-B-8.wav
3-197408-C-8.wav,3,False,197408,C,ESC-50-master/audio/3-197408-C-8.wav
3-20861-A-8.wav,3,False,20861,A,ESC-50-master/audio/3-20861-A-8.wav
4-188703-A-8.wav,4,False,188703,A,ESC-50-master/audio/4-188703-A-8.wav
4-188703-B-8.wav,4,False,188703,B,ESC-50-master/audio/4-188703-B-8.wav
4-196671-A-8.wav,4,False,196671,A,ESC-50-master/audio/4-196671-A-8.wav
4-196671-B-8.wav,4,False,196671,B,ESC-50-master/audio/4-196671-B-8.wav
4-196672-A-8.wav,4,False,196672,A,ESC-50-master/audio/4-196672-A-8.wav
4-250864-A-8.wav,4,False,250864,A,ESC-50-master/audio/4-250864-A-8.wav
5-198891-A-8.wav,5,False,198891,A,ESC-50-master/audio/5-198891-A-8.wav
5-198891-B-8.wav,5,False,198891,B,ESC-50-master/audio/5-198891-B-8.wav
5-198891-C-8.wav,5,False,198891,C,ESC-50-master/audio/5-198891-C-8.wav
5-198891-D-8.wav,5,False,198891,D,ESC-50-master/audio/5-198891-D-8.wav
5-200329-A-8.wav,5,False,200329,A,ESC-50-master/audio/5-200329-A-8.wav
5-200329-C-8.wav,5,False,200329,C,ESC-50-master/audio/5-200329-C-8.wav
5-61635-A-8.wav,5,False,61635,A,ESC-50-master/audio/5-61635-A-8.wav
1-103298-A-9.wav,1,False,103298,A,ESC-50-master/audio/1-103298-A-9.wav
1-39835-A-9.wav,1,False,39835,A,ESC-50-master/audio/1-39835-A-9.wav
1-39835-B-9.wav,1,False,39835,B,ESC-50-master/audio/1-39835-B-9.wav
1-56233-A-9.wav,1,False,56233,A,ESC-50-master/audio/1-56233-A-9.wav
1-75162-A-9.wav,1,False,75162,A,ESC-50-master/audio/1-75162-A-9.wav
1-96950-A-9.wav,1,False,96950,A,ESC-50-master/audio/1-96950-A-9.wav
1-96950-B-9.wav,1,False,96950,B,ESC-50-master/audio/1-96950-B-9.wav
2-108763-A-9.wav,2,False,108763,A,ESC-50-master/audio/2-108763-A-9.wav
2-108766-A-9.wav,2,False,108766,A,ESC-50-master/audio/2-108766-A-9.wav
2-108767-A-9.wav,2,False,108767,A,ESC-50-master/audio/2-108767-A-9.wav
2-108767-B-9.wav,2,False,108767,B,ESC-50-master/audio/2-108767-B-9.wav
2-109231-A-9.wav,2,False,109231,A,ESC-50-master/audio/2-109231-A-9.wav
2-109231-B-9.wav,2,False,109231,B,ESC-50-master/audio/2-109231-B-9.wav
3-117293-A-9.wav,3,False,117293,A,ESC-50-master/audio/3-117293-A-9.wav
3-121348-A-9.wav,3,False,121348,A,ESC-50-master/audio/3-121348-A-9.wav
3-127890-A-9.wav,3,False,127890,A,ESC-50-master/audio/3-127890-A-9.wav
3-127890-B-9.wav,3,False,127890,B,ESC-50-master/audio/3-127890-B-9.wav
3-127890-C-9.wav,3,False,127890,C,ESC-50-master/audio/3-127890-C-9.wav
3-129264-A-9.wav,3,False,129264,A,ESC-50-master/audio/3-129264-A-9.wav
4-136381-A-9.wav,4,False,136381,A,ESC-50-master/audio/4-136381-A-9.wav
4-138344-A-9.wav,4,False,138344,A,ESC-50-master/audio/4-138344-A-9.wav
4-159426-A-9.wav,4,False,159426,A,ESC-50-master/audio/4-159426-A-9.wav
4-173865-A-9.wav,4,False,173865,A,ESC-50-master/audio/4-173865-A-9.wav
4-173865-B-9.wav,4,False,173865,B,ESC-50-master/audio/4-173865-B-9.wav
4-188287-A-9.wav,4,False,188287,A,ESC-50-master/audio/4-188287-A-9.wav
5-213836-A-9.wav,5,False,213836,A,ESC-50-master/audio/5-213836-A-9.wav
5-213836-B-9.wav,5,False,213836,B,ESC-50-master/audio/5-213836-B-9.wav
5-213836-C-9.wav,5,False,213836,C,ESC-50-master/audio/5-213836-C-9.wav
5-213836-D-9.wav,5,False,213836,D,ESC-50-master/audio/5-213836-D-9.wav
